Title	Author	Star Rating	Review Count	Weeks on List
Sharp Objects	Gillian Flynn	4.2	7,811	7
Less	Andrew Sean Greer	3.7	1,676	6
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	12
Rich People Problems	Kevin Kwan	4.6	1,204	1
A Killer's Mind	Mike Omer	4.6	5,375	7
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	43
What Alice Forgot	Liane Moriarty	4.4	8,746	1
The Handmaid's Tale	Margaret Atwood	4.1	15,354	48
The Sometimes Sisters	Carolyn Brown	4.4	1,822	1
The Outsider	Stephen King	4.4	4,188	14
An American Marriage	Tayari Jones	4.4	2,834	11
A Case of Need	Michael Crichton	3.9	1,975	1
Whisper Me This	Kerry Anne King	4.5	2,845	7
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	4
Crazy Rich Asians	Kevin Kwan	4.2	3,755	8
The Hunt for Red October	Tom Clancy	4.6	1,065	1
China Rich Girlfriend	Kevin Kwan	4.4	1,579	3
To All the Boys I've Loved Before	Jenny Han	4.6	1,275	1
Rich People Problems	Kevin Kwan	4.6	1,204	2
Small Great Things	Jodi Picoult	4.7	8,439	1
P.S. I Still Love You	Jenny Han	4.7	N/A	1
Sharp Objects	Gillian Flynn	4.2	7,811	8
Year One	Nora Roberts	4.5	3,473	6
Two Weeks Notice	Whitney G.	4.4	1,227	5
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	44
Not So Nice Guy	R.S. Grey	4.6	N/A	2
Pieces of Her	Karin Slaughter	3.7	N/A	1
The Tuscan Child	Rhys Bowen	4.3	4,228	15
Always and Forever, Lara Jean	Jenny Han	4.6	N/A	1
A Case of Need	Michael Crichton	3.9	1,975	2
A Killer's Mind	Mike Omer	4.6	5,375	8
The Storyteller's Secret	Sejal Badani	4.7	7,603	2
Texas Ranger	James Patterson	3.9	N/A	2
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	13
Crazy Rich Asians	Kevin Kwan	4.2	3,755	9
Sharp Objects	Gillian Flynn	4.2	7,811	9
China Rich Girlfriend	Kevin Kwan	4.4	1,579	4
To All the Boys I've Loved Before	Jenny Han	4.6	1,275	2
Dog Man	Dav Pilkey	4.9	N/A	1
Her Mother's Grave	Lisa Regan	4.8	N/A	1
Rich People Problems	Kevin Kwan	4.6	1,204	3
Crew	Tijan	4.4	N/A	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	45
P.S. I Still Love You	Jenny Han	4.7	N/A	2
A Case of Need	Michael Crichton	3.9	1,975	3
Two Weeks Notice	Whitney G.	4.4	1,227	6
Her Cherry	Penelope Bloom	4.6	1,219	1
A Killer's Mind	Mike Omer	4.6	5,375	9
Magic Triumphs	Ilona Andrews	4.8	N/A	1
Always and Forever, Lara Jean	Jenny Han	4.6	N/A	2
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	14
Not So Nice Guy	R.S. Grey	4.6	N/A	3
The Affair	Lee Child	4.5	2,735	1
Crazy Rich Asians	Kevin Kwan	4.2	3,755	10
Leverage in Death	J. D. Robb	4.8	1,434	1
China Rich Girlfriend	Kevin Kwan	4.4	1,579	5
What Have You Done	Matthew Farrell	4.3	2,762	1
Her Cherry	Penelope Bloom	4.6	1,219	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	1
The Extraordinary Life of Sam Hell	Robert Dugoni	4.7	3,469	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	46
Rich People Problems	Kevin Kwan	4.6	1,204	4
The Ragged Edge of Night	Olivia Hawker	4.5	3,466	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	4
A Case of Need	Michael Crichton	3.9	1,975	4
Dog Man	Dav Pilkey	4.9	N/A	2
Sharp Objects	Gillian Flynn	4.2	7,811	10
Heart-Shaped Box	Joe Hill	4.3	2,022	1
To All the Boys I've Loved Before	Jenny Han	4.6	1,275	3
Dirty Headlines	LJ Shen	4.7	1,247	1
We Were Mothers	Katie Sise	4.1	N/A	1
A Killer's Mind	Mike Omer	4.6	5,375	10
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	15
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	1
Crazy Rich Asians	Kevin Kwan	4.2	3,755	11
Juror #3	James Patterson	4.2	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	2
Her Cherry	Penelope Bloom	4.6	1,219	3
Dirty Headlines	LJ Shen	4.7	1,247	2
Down the River unto the Sea	Walter Mosley	4.3	N/A	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	5
China Rich Girlfriend	Kevin Kwan	4.4	1,579	6
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	47
What Have You Done	Matthew Farrell	4.3	2,762	2
Tailspin	Sandra Brown	4.3	N/A	2
Lethal White	Robert Galbraith	4.5	1,591	1
Leverage in Death	J. D. Robb	4.8	1,434	2
A Case of Need	Michael Crichton	3.9	1,975	5
Rich People Problems	Kevin Kwan	4.6	1,204	5
Dog Man	Dav Pilkey	4.9	N/A	3
A Simple Favor	Darcey Bell	3.3	N/A	1
Sharp Objects	Gillian Flynn	4.2	7,811	11
Shadow Tyrants	Boyd Morrison & Clive Cussler	4.6	N/A	1
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	2
Lethal White	Robert Galbraith	4.5	1,591	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	3
Origin	Dan Brown	4.2	9,851	26
Crazy Rich Asians	Kevin Kwan	4.2	3,755	12
Juror #3	James Patterson	4.2	N/A	2
What I've Done	Melinda Leigh	4.7	1,031	1
Dirty Headlines	LJ Shen	4.7	1,247	3
The Storyteller's Secret	Sejal Badani	4.7	7,603	6
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	48
Time's Convert	Deborah Harkness	4.3	N/A	1
China Rich Girlfriend	Kevin Kwan	4.4	1,579	7
Night over Water	Ken Follett	4.2	N/A	1
Her Cherry	Penelope Bloom	4.6	1,219	4
What Have You Done	Matthew Farrell	4.3	2,762	3
A Case of Need	Michael Crichton	3.9	1,975	6
Rich People Problems	Kevin Kwan	4.6	1,204	6
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	5
PROM KING	Penny Wylder	4.1	N/A	1
The Handmaid's Tale	Margaret Atwood	4.1	15,354	49
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	3
Where the Crawdads Sing	Delia Owens	4.8	21,937	4
Red War	Kyle Mills & Vince Flynn	4.2	N/A	1
Lethal White	Robert Galbraith	4.5	1,591	3
What Have You Done	Matthew Farrell	4.3	2,762	4
Crazy Rich Asians	Kevin Kwan	4.2	3,755	13
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	49
The Ragged Edge of Night	Olivia Hawker	4.5	3,466	2
Juror #3	James Patterson	4.2	N/A	3
The Storyteller's Secret	Sejal Badani	4.7	7,603	7
Mavericks	Craig Alanson	4.6	N/A	1
What I've Done	Melinda Leigh	4.7	1,031	2
A Case of Need	Michael Crichton	3.9	1,975	7
A Nordic King	Karina Halle	4.6	N/A	1
Transcription	Kate Atkinson	3.4	N/A	1
Differently Morphous	Yahtzee Crowshaw	4.4	N/A	1
The Hate U Give	Angie Thomas	4.8	3,596	5
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	6
China Rich Girlfriend	Kevin Kwan	4.4	1,579	8
PROM KING	Penny Wylder	4.1	N/A	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	5
A Spark of Light	Jodi Picoult	3.3	1,385	1
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	4
Lethal White	Robert Galbraith	4.5	1,591	4
The Cuckoo's Calling	Robert Galbraith	4.1	10,721	1
What Have You Done	Matthew Farrell	4.3	2,762	5
Red War	Kyle Mills & Vince Flynn	4.2	N/A	2
Daughters of the Lake	Wendy Webb	4.5	2,657	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	50
The Hate U Give	Angie Thomas	4.8	3,596	6
The Song of Achilles	Madeline Miller	4.4	2,689	2
Crazy Rich Asians	Kevin Kwan	4.2	3,755	14
The Storyteller's Secret	Sejal Badani	4.7	7,603	8
The Christmas Scorpion	Lee Child	3.2	N/A	1
A Nordic King	Karina Halle	4.6	N/A	2
Juror #3	James Patterson	4.2	N/A	4
What I've Done	Melinda Leigh	4.7	1,031	3
The Reckoning	John Grisham	3.8	5,542	1
River Bodies	Karen Katchur	4.2	N/A	1
The Ragged Edge of Night	Olivia Hawker	4.5	3,466	3
Holy Ghost	John Sandford	4.5	1,325	1
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	5
Where the Crawdads Sing	Delia Owens	4.8	21,937	6
The Witch Elm	Tana French	3.4	N/A	1
A Spark of Light	Jodi Picoult	3.3	1,385	2
The Christmas Scorpion	Lee Child	3.2	N/A	2
Two Kinds of Truth	Michael Connelly	4.7	3,176	8
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	51
The Hate U Give	Angie Thomas	4.8	3,596	7
What Have You Done	Matthew Farrell	4.3	2,762	6
The Next Person You Meet in Heaven	Mitch Albom	4.6	N/A	1
Every Breath	Nicholas Sparks	4.7	2,060	1
Ambush	James Patterson & James O. Born	4.3	N/A	1
Red War	Kyle Mills & Vince Flynn	4.2	N/A	3
Daughters of the Lake	Wendy Webb	4.5	2,657	2
Lethal White	Robert Galbraith	4.5	1,591	5
Bitten by the Beast	Alexa Riley	4.4	N/A	1
The Reckoning	John Grisham	3.8	5,542	2
The Storyteller's Secret	Sejal Badani	4.7	7,603	9
Crazy Rich Asians	Kevin Kwan	4.2	3,755	15
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	16
Every Breath	Nicholas Sparks	4.7	2,060	2
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	6
Where the Crawdads Sing	Delia Owens	4.8	21,937	7
The Reckoning	John Grisham	3.8	5,542	3
Ensnared	J. S. Scott	4.3	N/A	1
The Hate U Give	Angie Thomas	4.8	3,596	8
Holy Ghost	John Sandford	4.5	1,325	2
Steelheart	Brandon Sanderson	4.5	2,209	1
The Witch Elm	Tana French	3.4	N/A	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	52
A Spark of Light	Jodi Picoult	3.3	1,385	3
Unsheltered	Barbara Kingsolver	3.7	N/A	1
What Have You Done	Matthew Farrell	4.3	2,762	7
The Story of Arthur Truluv	Elizabeth Berg	4.7	N/A	1
Kingdom of Ash	Sarah J. Maas	4.8	1,817	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	10
Nora Roberts Mystery Box Set	Nora Roberts	4.1	N/A	1
Lethal White	Robert Galbraith	4.5	1,591	6
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	7
The Reckoning	John Grisham	3.8	5,542	4
Kingdom of Ash	Sarah J. Maas	4.8	1,817	2
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	7
Where the Crawdads Sing	Delia Owens	4.8	21,937	8
Every Breath	Nicholas Sparks	4.7	2,060	3
The Hate U Give	Angie Thomas	4.8	3,596	9
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	53
Denim and Diamonds	Debbie Macomber	4.5	N/A	1
Close to the Bone	Kendra Elliot	4.3	N/A	1
Ensnared	J. S. Scott	4.3	N/A	2
The Haunting of Hill House	Shirley Jackson	3.9	1,203	1
The Girl With All the Gifts	M. R. Carey	4.3	2,804	1
Holy Ghost	John Sandford	4.5	1,325	3
Daughters of the Lake	Wendy Webb	4.5	2,657	3
Dark Sacred Night	Michael Connelly	4.5	2,339	1
His Treat	Penelope Bloom	4.5	N/A	1
A Spark of Light	Jodi Picoult	3.3	1,385	4
The President Is Missing	Bill Clinton & James Patterson	4.3	6,665	17
Unsheltered	Barbara Kingsolver	3.7	N/A	2
The Witch Elm	Tana French	3.4	N/A	3
Dark Sacred Night	Michael Connelly	4.5	2,339	2
The Reckoning	John Grisham	3.8	5,543	5
The Lion, the Witch and the Wardrobe	C.S. Lewis	4.7	1,856	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	9
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	8
The Meltdown	Jeff Kinney	4.8	N/A	1
Then She Was Gone	Lisa Jewell	4.3	1,418	1
Past Tense	Lee Child	3.9	3,713	1
Lullaby	Jonathan Maberry	4.3	N/A	1
Elevation	Stephen King	3.8	1,747	1
Every Breath	Nicholas Sparks	4.7	2,060	4
Oathbringer	Brandon Sanderson	4.6	2,459	6
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	54
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	1
Close to the Bone	Kendra Elliot	4.3	N/A	2
Prey	Michael Crichton	4.1	1,270	1
The Hate U Give	Angie Thomas	4.8	3,596	10
A Bone to Pick	Melinda Leigh	4.5	N/A	1
The Other Woman	Sandie Jones	3.9	N/A	1
No Country for Old Men	Cormac McCarthy	4.4	1,012	1
Past Tense	Lee Child	3.9	3,713	2
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	1
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	2
The Reckoning	John Grisham	3.8	5,543	6
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	9
Where the Crawdads Sing	Delia Owens	4.8	21,937	10
Dark Sacred Night	Michael Connelly	4.5	2,339	3
The Meltdown	Jeff Kinney	4.8	N/A	2
Every Breath	Nicholas Sparks	4.7	2,060	5
Skyward	Brandon Sanderson	4.8	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	55
Long Road to Mercy	David Baldacci	4.1	2,281	1
Close to the Bone	Kendra Elliot	4.3	N/A	3
Judge	Alexa Riley	3.9	N/A	1
Winter's Bone	Daniel Woodrell	4.3	N/A	1
The Retreat	Mark Edwards	4.4	N/A	1
Elevation	Stephen King	3.8	1,747	2
I Am Watching You	Teresa Driscoll	4.5	10,366	18
The Hate U Give	Angie Thomas	4.8	3,596	11
Turkey Trouble	Wendi Silvano & Lee Harper	4.7	N/A	1
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	2
Look Alive Twenty-Five	Janet Evanovich	4.3	2,121	1
Long Road to Mercy	David Baldacci	4.1	2,281	2
Past Tense	Lee Child	3.9	3,713	3
The Reckoning	John Grisham	3.8	5,543	7
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	3
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	10
Where the Crawdads Sing	Delia Owens	4.8	21,937	11
Dark Sacred Night	Michael Connelly	4.5	2,339	4
The Meltdown	Jeff Kinney	4.8	N/A	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	56
P Is for Pterodactyl	Chris Carpenter &  Raj Haldar	4.6	N/A	1
Every Breath	Nicholas Sparks	4.7	2,060	6
I Am Watching You	Teresa Driscoll	4.5	10,366	19
The Crimes of Grindelwald	J.K. Rowling	4.5	N/A	1
Close to the Bone	Kendra Elliot	4.3	N/A	4
Chasing Shadows	Catherine Bybee	4.7	N/A	1
The Cutting Edge	Jeffery Deaver	4.3	N/A	1
Hungry For More	Alexa Riley	4.5	N/A	1
The Hate U Give	Angie Thomas	4.8	3,596	12
Dark Sacred Night	Michael Connelly	4.5	2,339	5
Fire & Blood	George R. R. Martin	3.8	1,056	1
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	3
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	11
The Meltdown	Jeff Kinney	4.8	N/A	4
Past Tense	Lee Child	3.9	3,713	4
The Reckoning	John Grisham	3.8	5,543	8
Where the Crawdads Sing	Delia Owens	4.8	21,937	12
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	4
Target	James Patterson	4.5	N/A	1
Long Road to Mercy	David Baldacci	4.1	2,281	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	57
Look Alive Twenty-Five	Janet Evanovich	4.3	2,121	2
Every Breath	Nicholas Sparks	4.7	2,060	7
Origin	Dan Brown	4.2	9,851	27
The Crimes of Grindelwald	J.K. Rowling	4.5	N/A	2
I Am Watching You	Teresa Driscoll	4.5	10,366	20
Harry Potter and the Chamber of Secrets	J.K. Rowling	4.8	5,849	1
The Handmaid's Tale	Margaret Atwood	4.1	15,355	50
The Alchemist	Paulo Coelho	4.6	12,560	2
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	12
The Great Alone	Kristin Hannah	4.6	7,163	23
Every Breath	Nicholas Sparks	4.7	2,060	8
Where the Crawdads Sing	Delia Owens	4.8	21,937	13
The Meltdown	Jeff Kinney	4.8	N/A	5
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	4
Kingdom of the Blind	Louise Penny	4.7	1,354	1
The Reckoning	John Grisham	3.8	5,543	9
Fire & Blood	George R. R. Martin	3.8	1,056	2
Past Tense	Lee Child	3.9	3,713	5
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	58
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	5
Long Road to Mercy	David Baldacci	4.1	2,281	4
Target	James Patterson	4.5	N/A	2
One Day in December	Josie Silver	4.2	N/A	1
The Handmaid's Tale	Margaret Atwood	4.1	15,355	51
Look Alive Twenty-Five	Janet Evanovich	4.3	2,121	3
Dark Sacred Night	Michael Connelly	4.5	2,339	6
Outlander	Diana Gabaldon	4.6	19,762	2
The Crimes of Grindelwald	J.K. Rowling	4.5	N/A	3
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	13
Where the Crawdads Sing	Delia Owens	4.8	21,937	14
Of Blood and Bone	Nora Roberts	4.7	1,305	1
The Reckoning	John Grisham	3.8	5,543	10
The Meltdown	Jeff Kinney	4.8	N/A	6
One Day in December	Josie Silver	4.2	N/A	2
Fire & Blood	George R. R. Martin	3.8	1,056	3
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	5
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	59
Past Tense	Lee Child	3.9	3,713	6
True Places	Sonja Yoerg	4.4	1,803	1
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	6
Long Road to Mercy	David Baldacci	4.1	2,281	5
Every Breath	Nicholas Sparks	4.7	2,060	9
Queen of Air and Darkness	Cassandra Clare	4.4	N/A	1
How the Grinch Stole Christmas	Dr. Seuss	4.8	N/A	1
Kingdom of the Blind	Louise Penny	4.7	1,354	2
Target	James Patterson	4.5	N/A	3
Dark Sacred Night	Michael Connelly	4.5	2,339	7
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	50
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	14
Where the Crawdads Sing	Delia Owens	4.8	21,937	15
The Reckoning	John Grisham	3.8	5,543	11
Fire & Blood	George R. R. Martin	3.8	1,056	4
One Day in December	Josie Silver	4.2	N/A	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	60
Every Breath	Nicholas Sparks	4.7	2,060	10
Past Tense	Lee Child	3.9	3,713	7
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	7
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	6
Long Road to Mercy	David Baldacci	4.1	2,281	6
Dog Man: Brawl of the Wild	Dav Pilkey	4.9	N/A	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	11
Of Blood and Bone	Nora Roberts	4.7	1,305	2
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	51
Dragons Love Tacos	Adam Rubin & Daniel Salmieri	4.5	2,451	1
Target	James Patterson	4.5	N/A	4
The Wonderful Things You Will Be	Emily Winfield Martin	4.8	2,135	1
The Name of the Wind	Patrick Rothfuss	4.6	7,963	1
Dark Sacred Night	Michael Connelly	4.5	2,339	8
Where the Crawdads Sing	Delia Owens	4.8	21,937	16
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	15
The Reckoning	John Grisham	3.8	5,543	12
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	61
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	52
One Day in December	Josie Silver	4.2	N/A	4
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	7
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	8
Fire & Blood	George R. R. Martin	3.8	1,056	5
Past Tense	Lee Child	3.9	3,713	8
Say You're Sorry	Melinda Leigh	4.4	6,165	20
The Meltdown	Jeff Kinney	4.8	N/A	7
The Storyteller's Secret	Sejal Badani	4.7	7,603	12
Dog Man: Brawl of the Wild	Dav Pilkey	4.9	N/A	2
Long Road to Mercy	David Baldacci	4.1	2,281	7
Every Breath	Nicholas Sparks	4.7	2,060	11
Target	James Patterson	4.5	N/A	5
His Package	Penelope Bloom	4.6	N/A	1
A Steep Price	Robert Dugoni	4.7	1,314	3
True Places	Sonja Yoerg	4.4	1,803	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	17
Long Road to Mercy	David Baldacci	4.1	2,281	8
Bird Box	Josh Malerman	4.4	2,455	1
Target	James Patterson	4.5	N/A	6
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	62
A Christmas Carol	Charles Dickens	4.6	2,792	1
The Woman in the Window	A. J. Finn	4.3	6,179	14
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	53
The Reckoning	John Grisham	3.8	5,543	13
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	8
Circe	Madeline Miller	4.6	1,831	2
True Places	Sonja Yoerg	4.4	1,803	3
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	9
One Day in December	Josie Silver	4.2	N/A	5
The Storyteller's Secret	Sejal Badani	4.7	7,603	13
Say You're Sorry	Melinda Leigh	4.4	6,165	21
Dog Man: Brawl of the Wild	Dav Pilkey	4.9	N/A	3
Sherlock Holmes	Arthur Conan Doyle & Stephen Fry	4.5	N/A	1
Ready Player One	Ernest Cline	4.6	19,096	38
His Package	Penelope Bloom	4.6	N/A	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	18
Bird Box	Josh Malerman	4.4	2,455	2
The House With a Clock In Its Walls	John Bellairs	4.3	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	63
The Killer Collective	Barry Eisler	4.3	2,461	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	54
Hate Notes	Penelope Ward & Vi Keeland	4.6	3,429	9
Verses for the Dead	Douglas Preston & Lincoln Child	4.3	N/A	1
The Forgotten Hours	Katrin Schumann	4.2	1,231	1
The Reckoning	John Grisham	3.8	5,543	14
True Places	Sonja Yoerg	4.4	1,803	4
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	10
The Storyteller's Secret	Sejal Badani	4.7	7,603	14
Sherlock Holmes	Arthur Conan Doyle & Stephen Fry	4.5	N/A	2
The Call of the Wild	Jack London	4.4	2,797	1
Circe	Madeline Miller	4.6	1,831	3
I Am Watching You	Teresa Driscoll	4.5	10,366	21
One Day in December	Josie Silver	4.2	N/A	6
The Woman in the Window	A. J. Finn	4.3	6,179	15
Say You're Sorry	Melinda Leigh	4.4	6,165	22
Where the Crawdads Sing	Delia Owens	4.8	21,937	19
The Kiss Thief	LJ Shen	4.5	2,086	1
The Killer Collective	Barry Eisler	4.3	2,461	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	64
The Forgotten Hours	Katrin Schumann	4.2	1,231	2
Holding	Graham Norton	4.3	N/A	1
The Snow Gypsy	Lindsay Jayne Ashford	4.5	2,017	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	55
Dog Man: Brawl of the Wild	Dav Pilkey	4.9	N/A	4
Blood for Blood	Victoria Selman	4.2	1,083	1
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	11
The Reckoning	John Grisham	3.8	5,543	15
I Am Watching You	Teresa Driscoll	4.5	10,366	22
The New Iberia Blues	James Lee Burke	4.5	N/A	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	8
Bird Box	Josh Malerman	4.4	2,455	3
Turning Point	Danielle Steel	4.3	N/A	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	15
No Second Chance	Harlan Coben	4.6	N/A	1
Harry Potter and the Chamber of Secrets	J.K. Rowling	4.8	5,849	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	20
The Kiss Thief	LJ Shen	4.5	2,086	2
The Magnolia Inn	Carolyn Brown	4.3	1,669	1
The Killer Collective	Barry Eisler	4.3	2,461	3
A Knight of the Seven Kingdoms	George R. R. Martin	4.4	2,084	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	65
A Merciful Fate	Kendra Elliot	4.7	N/A	1
The Forgotten Hours	Katrin Schumann	4.2	1,231	3
An American Marriage	Tayari Jones	4.4	2,834	12
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	56
Second Hand Curses	Drew Hayes	4.6	N/A	1
Beowulf	Seamus Heaney (Translation)	4.3	N/A	1
The Snow Gypsy	Lindsay Jayne Ashford	4.5	2,017	2
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	12
Taking Back His Bride	Madison Faye	3.8	N/A	1
I Am Watching You	Teresa Driscoll	4.5	10,366	23
Dog Man: Brawl of the Wild	Dav Pilkey	4.9	N/A	5
Blood for Blood	Victoria Selman	4.2	1,083	2
The Reckoning	John Grisham	3.8	5,543	16
Small Town Rumors	Carolyn Brown	4.5	1,277	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	21
The Magnolia Inn	Carolyn Brown	4.3	1,669	2
The Killer Collective	Barry Eisler	4.3	2,461	4
The Kiss Thief	LJ Shen	4.5	2,086	3
Then She Was Gone	Lisa Jewell	4.3	1,418	2
Fahrenheit 451	Ray Bradbury	4.5	3,447	1
Taking Back His Bride	Madison Faye	3.8	N/A	2
The Handmaid's Tale	Margaret Atwood	4.1	15,355	52
The Forgotten Hours	Katrin Schumann	4.2	1,231	4
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	66
A Discovery of Witches	Deborah Harkness	4.4	6,643	1
A Merciful Fate	Kendra Elliot	4.7	N/A	2
Girls of Glass	Brianna Labuskes	4.1	N/A	1
Neverwhere	Neil Gaiman	4.5	2,561	4
Eye of the Needle	Ken Follett	4.6	1,416	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	57
The Snow Gypsy	Lindsay Jayne Ashford	4.5	2,017	3
Bluff	Michael Kardos	4.5	N/A	1
An Anonymous Girl	Greer Hendricks & Sarah Pekkanen	4.1	1,225	1
An American Marriage	Tayari Jones	4.4	2,834	13
Where the Crawdads Sing	Delia Owens	4.8	21,937	22
The Magnolia Inn	Carolyn Brown	4.3	1,669	3
The Killer Collective	Barry Eisler	4.3	2,461	5
Magic Hour	Kristin Hannah	4.6	1,254	1
Never Never	James Patterson & Candice Fox	3.5	N/A	1
The Forgotten Hours	Katrin Schumann	4.2	1,231	5
Girls of Glass	Brianna Labuskes	4.1	N/A	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	67
The Kiss Thief	LJ Shen	4.5	2,086	4
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	58
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	1
The Snow Gypsy	Lindsay Jayne Ashford	4.5	2,017	4
Taking Back His Bride	Madison Faye	3.8	N/A	3
A Merciful Fate	Kendra Elliot	4.7	N/A	3
An Anonymous Girl	Greer Hendricks & Sarah Pekkanen	4.1	1,225	2
Free	Kristen Ashley	3.7	N/A	1
